Date,Close
2023-02-15 00:00:00-05:00,9.345000267028809
2023-02-16 00:00:00-05:00,9.649999618530273
2023-02-17 00:00:00-05:00,9.449999809265137
2023-02-21 00:00:00-05:00,9.199999809265137
2023-02-22 00:00:00-05:00,8.975000381469727
2023-02-23 00:00:00-05:00,8.949999809265137
2023-02-24 00:00:00-05:00,8.779999732971191
2023-02-27 00:00:00-05:00,8.699999809265137
2023-02-28 00:00:00-05:00,8.722999572753906
2023-03-01 00:00:00-05:00,8.609999656677246
2023-03-02 00:00:00-05:00,8.748000144958496
2023-03-03 00:00:00-05:00,8.449999809265137
2023-03-06 00:00:00-05:00,8.663000106811523
2023-03-07 00:00:00-05:00,9.0600004196167
2023-03-08 00:00:00-05:00,9.170000076293945
2023-03-09 00:00:00-05:00,8.760000228881836
2023-03-10 00:00:00-05:00,8.449999809265137
2023-03-13 00:00:00-04:00,9.463000297546387
2023-03-14 00:00:00-04:00,9.704999923706055
2023-03-15 00:00:00-04:00,9.34000015258789
2023-03-16 00:00:00-04:00,9.460000038146973
2023-03-17 00:00:00-04:00,9.84000015258789
2023-03-20 00:00:00-04:00,10.279999732971191
2023-03-21 00:00:00-04:00,10.720000267028809
2023-03-22 00:00:00-04:00,10.319999694824219
2023-03-23 00:00:00-04:00,10.989999771118164
2023-03-24 00:00:00-04:00,10.350000381469727
2023-03-27 00:00:00-04:00,10.125
2023-03-28 00:00:00-04:00,10.289999961853027
2023-03-29 00:00:00-04:00,10.928000450134277
2023-03-30 00:00:00-04:00,10.8100004196167
2023-03-31 00:00:00-04:00,10.949999809265137
2023-04-03 00:00:00-04:00,10.729999542236328
2023-04-04 00:00:00-04:00,10.84000015258789
2023-04-05 00:00:00-04:00,10.800000190734863
2023-04-06 00:00:00-04:00,10.800000190734863
2023-04-10 00:00:00-04:00,11.199999809265137
2023-04-11 00:00:00-04:00,11.510000228881836
2023-04-12 00:00:00-04:00,11.449999809265137
2023-04-13 00:00:00-04:00,11.770000457763672
2023-04-14 00:00:00-04:00,11.779999732971191
2023-04-17 00:00:00-04:00,11.550000190734863
2023-04-18 00:00:00-04:00,11.75
2023-04-19 00:00:00-04:00,11.470000267028809
2023-04-20 00:00:00-04:00,11.152999877929688
2023-04-21 00:00:00-04:00,11.029999732971191
2023-04-24 00:00:00-04:00,10.6899995803833
2023-04-25 00:00:00-04:00,10.5
2023-04-26 00:00:00-04:00,10.579999923706055
2023-04-27 00:00:00-04:00,10.800000190734863
2023-04-28 00:00:00-04:00,10.760000228881836
2023-05-01 00:00:00-04:00,10.289999961853027
2023-05-02 00:00:00-04:00,10.640000343322754
2023-05-03 00:00:00-04:00,10.704999923706055
2023-05-04 00:00:00-04:00,10.850000381469727
2023-05-05 00:00:00-04:00,11.199999809265137
2023-05-08 00:00:00-04:00,10.57800006866455
2023-05-09 00:00:00-04:00,10.609999656677246
2023-05-10 00:00:00-04:00,10.720000267028809
2023-05-11 00:00:00-04:00,10.399999618530273
2023-05-12 00:00:00-04:00,10.170000076293945
2023-05-15 00:00:00-04:00,10.449999809265137
2023-05-16 00:00:00-04:00,10.329999923706055
2023-05-17 00:00:00-04:00,10.390000343322754
2023-05-18 00:00:00-04:00,10.210000038146973
2023-05-19 00:00:00-04:00,10.319999694824219
2023-05-22 00:00:00-04:00,10.279999732971191
2023-05-23 00:00:00-04:00,10.40999984741211
2023-05-24 00:00:00-04:00,10.079999923706055
2023-05-25 00:00:00-04:00,10.130000114440918
2023-05-26 00:00:00-04:00,10.279999732971191
2023-05-30 00:00:00-04:00,10.65999984741211
2023-05-31 00:00:00-04:00,10.45199966430664
2023-06-01 00:00:00-04:00,10.479999542236328
2023-06-02 00:00:00-04:00,10.520000457763672
2023-06-05 00:00:00-04:00,10.373000144958496
