datetime,market_price_usd,total_supply,market_cap_usd,realised_cap_usd,nupl,coin_days_destroyed,active_addresses,fear_greed_value,lightning_nodes,lightning_capacity_usd,fear_greed_category_Extreme Fear,fear_greed_category_Extreme Greed,fear_greed_category_Fear,fear_greed_category_Greed,fear_greed_category_Neutral
2018-02-14 00:00:00,9024.1,16865539,152196317666.76114,87791798317.35928,0.4231673954846771,6110541.502263152,941608.0,55.0,0.0,50879.30805,0,0,0,1,0
2018-02-15 00:00:00,9805.86,16867177,165397179152.8844,88146639000.66632,0.4670608080976506,10437942.21838682,792480.0,71.0,703.0,56299.38182,0,0,0,1,0
2018-02-16 00:00:00,10028.35,16869139,169169638066.19055,88299433123.59175,0.4780420757946939,7601586.335899274,777060.0,67.0,703.0,48268.81152,0,0,0,1,0
2018-02-17 00:00:00,10684.1,16871002,180251475623.20813,88527371126.88863,0.50886742635082,3322270.67332339,773685.0,74.0,703.0,49403.88257,0,0,0,1,0
2018-02-18 00:00:00,10728.23,16873027,181017717620.2497,88611683286.11531,0.5104806068099341,6741850.846579269,733485.0,63.0,703.0,49870.35325,0,0,0,1,0
2018-02-19 00:00:00,10871.86,16875052,183463206047.17355,88890776054.3025,0.5154844506999067,4316712.329488483,853281.0,67.0,703.0,50857.76692,0,0,0,1,0
2018-02-20 00:00:00,11508.63,16876814,194229017057.6263,89228372205.44287,0.540602256258294,10511464.399950448,718120.0,74.0,703.0,53227.37888,0,0,0,1,0
2018-02-21 00:00:00,10794.55,16878927,182200424635.4739,89274479722.57504,0.5100204628985615,6470575.03098485,709530.0,54.0,703.0,44491.76646,0,0,0,0,1
2018-02-22 00:00:00,10275.42,16880789,173457205078.41516,90365342252.48228,0.4790337927350402,75241162.48875037,717202.0,44.0,826.0,41571.99487,0,0,1,0,0
2018-02-23 00:00:00,10015.34,16882639,169085377647.4537,90503188933.40164,0.464748577360116,7483658.967436676,743339.0,39.0,826.0,37936.03387,0,0,1,0,0
2018-02-24 00:00:00,9937.68,16884452,167792283885.95074,90424656974.4614,0.4610916850269259,6034204.781704718,707478.0,31.0,826.0,33405.75559,0,0,1,0,0
2018-02-25 00:00:00,9607.3,16886589,162234534140.37973,90418988893.02107,0.4426649703645554,4385932.735607471,531590.0,33.0,826.0,32939.81783,0,0,1,0,0
