datetime,market_price_usd,total_supply,market_cap_usd,realised_cap_usd,nupl,coin_days_destroyed,active_addresses,fear_greed_value,lightning_nodes,lightning_capacity_usd,fear_greed_category_Extreme Fear,fear_greed_category_Extreme Greed,fear_greed_category_Fear,fear_greed_category_Greed,fear_greed_category_Neutral
2019-05-10 00:00:00,6370.51,17693346,112715637912.95694,77860085847.50171,0.3092343947196744,17900739.50622724,808103.0,71.0,4365.0,6937081.096,0,0,0,1,0
2019-05-11 00:00:00,7255.6,17694971,128387631913.90157,78297029852.11621,0.3901513044136273,14089252.74027727,802405.0,76.0,4365.0,7465257.531,0,1,0,0,0
2019-05-12 00:00:00,6897.28,17696946,122060792017.06705,78482551363.65964,0.3570207921255673,8927400.331175791,855440.0,75.0,4365.0,7606676.524,0,0,0,1,0
2019-05-13 00:00:00,7788.58,17699033,137850338687.7009,78994966853.4832,0.4269512312737525,20132623.433683667,905136.0,78.0,4365.0,7775051.884,0,1,0,0,0
2019-05-14 00:00:00,7982.77,17700933,141302481274.7991,79506191013.88603,0.4373333695445464,43030937.424264014,928465.0,78.0,4365.0,8301229.801,0,1,0,0,0
2019-05-15 00:00:00,8180.21,17702796,144812589235.04346,80062570841.70485,0.4471297608541733,19820654.59277132,906193.0,77.0,4365.0,8337690.025,0,1,0,0,0
2019-05-16 00:00:00,7912.68,17704621,140091000850.132,80559064230.14944,0.424951897400385,11549167.799616309,912985.0,75.0,4291.0,8274708.974,0,0,0,1,0
2019-05-17 00:00:00,7396.72,17706508,130970085884.76804,80552157907.90659,0.3849575850566432,5695923.383166168,934336.0,65.0,4291.0,7553441.841,0,0,0,1,0
2019-05-18 00:00:00,7279.37,17708421,128906148902.14052,80585538186.64807,0.3748510922638391,4710774.8148453375,887987.0,67.0,4291.0,7615059.723,0,0,0,1,0
2019-05-19 00:00:00,8129.22,17710458,143972213812.9603,80793772286.24265,0.4388238525580716,7017842.316642943,786670.0,70.0,4291.0,8254833.127,0,0,0,1,0
2019-05-20 00:00:00,7992.22,17712471,141561965335.0491,80916723137.87727,0.4284006798975739,13126436.88588295,869875.0,73.0,4291.0,8216919.239,0,0,0,1,0
2019-05-21 00:00:00,7985.62,17714383,141460335524.40225,81054966344.18874,0.4270127662025335,11668013.76915791,919192.0,68.0,4291.0,8125592.702,0,0,0,1,0
2019-05-22 00:00:00,7636.83,17716471,135297677570.37636,81091186157.03384,0.4006461336717808,14361048.607822904,912107.0,69.0,4291.0,8130995.829,0,0,0,1,0
2019-05-23 00:00:00,7867.67,17718446,139402886394.64777,81220624131.33589,0.4173677014018106,6845000.026244499,870437.0,65.0,4444.0,7909352.382,0,0,0,1,0
2019-05-24 00:00:00,7982.58,17720358,141454179713.92554,81398189341.45924,0.4245614409833805,6325863.594139652,897989.0,64.0,4444.0,8232509.268,0,0,0,1,0
2019-05-25 00:00:00,8048.82,17722108,142642061698.94452,81507201533.14563,0.4285892915290866,7375835.796627059,749293.0,69.0,4444.0,8281350.313,0,0,0,1,0
2019-05-26 00:00:00,8671.58,17724171,153696567150.16153,81712435219.74236,0.4683522427673396,6453666.841290712,705386.0,67.0,4444.0,8253054.369,0,0,0,1,0
2019-05-27 00:00:00,8793.35,17726258,155873195576.4328,81957455004.26382,0.4742043062556205,9157881.274008246,920997.0,70.0,4444.0,9019370.122,0,0,0,1,0
2019-05-28 00:00:00,8695.5,17728308,154156506952.80725,82180990896.52307,0.4668989812951485,9119414.558444845,985719.0,71.0,4444.0,9008758.152,0,0,0,1,0
2019-05-29 00:00:00,8637.09,17730483,153139782121.44543,83380253007.6298,0.4555284599954163,38137505.86799948,932901.0,71.0,4444.0,8853169.878,0,0,0,1,0
2019-05-30 00:00:00,8345.53,17732483,147986973399.07327,83440539554.97879,0.4361629430046759,5282779.405774592,887741.0,73.0,4491.0,8829924.67,0,0,0,1,0
2019-05-31 00:00:00,8545.74,17733946,151549692074.36218,83624035384.4824,0.4482071574025377,7576191.130400424,791688.0,61.0,4491.0,8496763.821,0,0,0,1,0
2019-06-01 00:00:00,8577.74,17735833,152133368832.0513,83722208352.72058,0.4496788640423371,4268067.359501805,881660.0,62.0,4491.0,8700483.868,0,0,0,1,0
2019-06-02 00:00:00,8741.92,17737471,155059552877.46487,83825851118.70639,0.4593957639943061,3934835.805791741,731098.0,63.0,4491.0,8852668.39,0,0,0,1,0
2019-06-03 00:00:00,8131.88,17738958,144251082212.68994,83958712812.1586,0.4179682292548329,22917330.96293317,758320.0,66.0,4491.0,8709062.054,0,0,0,1,0
2019-06-04 00:00:00,7786.13,17740883,138132825596.01572,83571270541.0225,0.3949934044972361,29574603.500984315,939577.0,42.0,4491.0,8122356.71,0,0,1,0,0
2019-06-05 00:00:00,7800.41,17742883,138401766233.03793,83556432707.69571,0.3962762544012251,33535260.90289167,908415.0,27.0,4491.0,7968413.164,0,0,1,0,0
2019-06-06 00:00:00,7822.3,17744846,138805509217.58737,83576996490.27641,0.3978841548769969,7655880.002019895,852883.0,34.0,4525.0,7452226.018,0,0,1,0,0
2019-06-07 00:00:00,8012.41,17746821,142194806408.94708,83684883310.52602,0.4114772161941601,4563550.683860354,888602.0,27.0,4525.0,7639539.477,0,0,1,0,0
2019-06-08 00:00:00,7944.93,17748371,141009565566.33234,83715930765.45984,0.4063102710143518,3403347.6596812834,661535.0,62.0,4525.0,7678299.265,0,0,0,1,0
2019-06-09 00:00:00,7653.62,17750208,135853351123.97144,83739477253.98174,0.3836038893323564,6591394.481785416,610433.0,62.0,4525.0,7607681.786,0,0,0,1,0
2019-06-10 00:00:00,8001.98,17752171,142052517658.448,83919693298.11188,0.4092347345797211,11905674.45191978,833904.0,46.0,4525.0,7555879.332,0,0,1,0,0
2019-06-11 00:00:00,7918.51,17753958,140584898277.9492,83978262758.65508,0.4026508978750877,6905004.91377059,869309.0,61.0,4525.0,7549393.736,0,0,0,1,0
2019-06-12 00:00:00,8147.33,17755596,144660700325.08475,84103964145.71405,0.4186122149504755,7867168.841602018,824197.0,60.0,4525.0,7609283.192,0,0,0,1,0
2019-06-13 00:00:00,8244.82,17757483,146407255481.2591,84200951058.24556,0.424885393954921,4014352.697736727,926412.0,63.0,4521.0,7729344.121,0,0,0,1,0
2019-06-14 00:00:00,8678.71,17759596,154130383791.46216,84467663557.12741,0.4519726644461493,26762833.36674505,1060602.0,67.0,4521.0,7897390.401,0,0,0,1,0
2019-06-15 00:00:00,8810.06,17761421,156479185091.46927,84582323994.7376,0.459465973411765,3660476.574487687,893180.0,75.0,4521.0,8264902.622,0,0,0,1,0
2019-06-16 00:00:00,8983.21,17763046,159569172861.65625,84763348216.8693,0.4687987241097147,8268100.575751357,723849.0,80.0,4521.0,8659187.571,0,1,0,0,0
2019-06-17 00:00:00,9317.54,17764708,165523382456.1219,85056136538.30525,0.4861382405543064,9316605.79402729,823860.0,84.0,4521.0,8824366.134,0,1,0,0,0
2019-06-18 00:00:00,9102.46,17766746,161721095204.5192,85170918633.57018,0.4733468844873978,7229173.828603004,982557.0,83.0,4521.0,8721472.287,0,1,0,0,0
2019-06-19 00:00:00,9285.56,17768958,164994730706.85364,85433148689.68503,0.4822068054920237,17844121.310593814,940654.0,82.0,4521.0,8700573.857,0,1,0,0,0
2019-06-20 00:00:00,9585.65,17770758,170344271646.6144,85658356030.00758,0.4971456615358979,6223970.855535192,851976.0,81.0,4569.0,8845960.888,0,1,0,0,0
2019-06-21 00:00:00,10103.72,17772421,179567565960.50824,85978535649.76836,0.521191172860931,13222408.706476128,867237.0,84.0,4569.0,9327577.053,0,1,0,0,0
2019-06-22 00:00:00,10687.02,17774183,189953055028.79065,86455151521.13257,0.5448604313943316,13785120.288242022,875146.0,83.0,4569.0,10187391.73,0,1,0,0,0
2019-06-23 00:00:00,10866.76,17776446,193172372823.664,86699590074.02698,0.5511801775444872,7880478.229011636,932668.0,84.0,4569.0,10192364.84,0,1,0,0,0
2019-06-24 00:00:00,11042.99,17778658,196329548525.54443,87076613193.60327,0.5564772911283208,10458072.895842103,1002172.0,80.0,4569.0,10341298.67,0,1,0,0,0
2019-06-25 00:00:00,11813.16,17780483,210043696994.12585,87615309089.24905,0.5828710390119474,18241174.283066023,942990.0,87.0,4569.0,10751923.3,0,1,0,0,0
2019-06-26 00:00:00,13025.63,17782546,231628865239.77347,88954417356.59692,0.615961433543636,30069742.02846366,1067038.0,95.0,4569.0,11999538.44,0,1,0,0,0
2019-06-27 00:00:00,11406.47,17784321,202856324469.846,89197044486.88326,0.5602944856661733,22838221.50798426,921095.0,92.0,4580.0,11198410.86,0,1,0,0,0
2019-06-28 00:00:00,12386.92,17786358,220318200387.8892,90040433233.13144,0.5913164092907099,29909593.989720188,1039984.0,62.0,4580.0,11205917.35,0,0,0,1,0
2019-06-29 00:00:00,11956.07,17788533,212680952261.0378,90305550367.33183,0.5753942729366112,9026279.679574763,892393.0,74.0,4580.0,11265624.02,0,0,0,1,0
2019-06-30 00:00:00,10805.73,17790433,192238621469.9143,90571359316.98798,0.5288597128690784,33541261.47193622,710855.0,78.0,4580.0,10937239.7,0,1,0,0,0
2019-07-01 00:00:00,10612.56,17792221,188821013373.032,90617431824.7759,0.5200882030764582,6253864.455004205,862809.0,65.0,4580.0,10323505.57,0,0,0,1,0
2019-07-02 00:00:00,10820.97,17794196,192550461576.76468,90806994241.13972,0.5283989791687027,10928419.648156842,925034.0,63.0,4580.0,9749413.639,0,0,0,1,0
2019-07-03 00:00:00,11988.68,17796346,213354697902.43936,91242817677.398,0.5723421205418191,11101463.998509817,928004.0,79.0,4580.0,10684691.4,0,1,0,0,0
2019-07-04 00:00:00,11251.24,17798433,200254447438.5349,91510822870.90791,0.543027263357056,19032496.43487671,853837.0,76.0,4578.0,11100353.72,0,1,0,0,0
2019-07-05 00:00:00,11059.74,17800796,196872176050.42276,91559091609.24966,0.534931276495874,9852769.699060226,854082.0,67.0,4578.0,10545275.73,0,0,0,1,0
2019-07-06 00:00:00,11171.12,17803021,198879684455.91177,91657221765.84946,0.5391323049581351,2354061.098082133,711108.0,72.0,4578.0,10741036.08,0,0,0,1,0
2019-07-07 00:00:00,11452.14,17804933,203904591647.71988,91763536504.14268,0.5499682681855448,3592026.435430095,637489.0,67.0,4578.0,10630070.06,0,0,0,1,0
2019-07-08 00:00:00,12292.13,17807158,218887907765.4112,92229071311.91766,0.5786470241619636,9072598.481978104,863272.0,74.0,4578.0,11199080.79,0,0,0,1,0
2019-07-09 00:00:00,12566.38,17809083,223795711277.8699,92607682695.46376,0.5861954540295908,9759175.02918385,846357.0,84.0,4578.0,11897239.2,0,1,0,0,0
2019-07-10 00:00:00,12018.83,17810696,214063727946.19528,93213699296.60074,0.5645516398741317,15897274.063067544,820440.0,83.0,4578.0,12254677.44,0,1,0,0,0
2019-07-11 00:00:00,11308.86,17812308,201436903611.89627,93271727702.42894,0.5369680230880962,13344060.402395869,804123.0,62.0,4589.0,10981595.59,0,0,0,1,0
2019-07-12 00:00:00,11794.45,17814358,210110561140.7494,93595917700.97104,0.5545396804767334,8147994.718321457,940406.0,33.0,4589.0,11015868.89,0,0,1,0,0
2019-07-13 00:00:00,11375.51,17816121,202667463108.29367,93644901618.9668,0.5379381565114454,3643622.58336802,687624.0,65.0,4589.0,10824448.14,0,0,0,1,0
2019-07-14 00:00:00,10112.27,17817933,180179754848.81775,93546318122.12592,0.4808167088438032,4387521.972699913,625446.0,61.0,4589.0,10197821.58,0,0,0,1,0
2019-07-15 00:00:00,10954.35,17819758,195203872017.1181,93687529003.3212,0.5200529168032824,6128853.082886741,791104.0,16.0,4589.0,9810573.614,1,0,0,0,0
2019-07-16 00:00:00,9589.44,17821783,170900923997.49988,93548201056.0686,0.452617347712894,9018815.9277557,819215.0,34.0,4589.0,10128924.39,0,0,1,0,0
2019-07-17 00:00:00,9669.8,17823446,172349158565.67383,93716929007.21564,0.4562379660733608,21808415.8825291,768199.0,19.0,4589.0,8693538.633,1,0,0,0,0
2019-07-18 00:00:00,10581.32,17824958,188611590351.08704,94101032117.5842,0.5010856334840196,11966763.722296596,764256.0,40.0,4576.0,8995478.009,0,0,1,0,0
2019-07-19 00:00:00,10538.11,17826433,187856917604.6088,94256515087.66965,0.4982536906835887,17336784.801653147,763382.0,42.0,4576.0,9614976.159,0,0,1,0,0
2019-07-20 00:00:00,10770.97,17828646,192031811691.01605,94387728120.76788,0.5084786875174616,10161856.695226235,750063.0,34.0,4576.0,9833918.003,0,0,1,0,0
2019-07-21 00:00:00,10589.45,17830508,188815278711.55768,94504264424.25008,0.4994882560927771,5971365.660273477,569001.0,42.0,4576.0,9724350.969,0,0,1,0,0
2019-07-22 00:00:00,10330.14,17832483,184212051567.2609,94514022833.16876,0.486928124251094,4832910.831293258,731341.0,42.0,4576.0,9664473.43,0,0,1,0,0
2019-07-23 00:00:00,9910.68,17834271,176749753359.9868,94460977219.78748,0.4655665684160898,3659320.440621664,737011.0,40.0,4576.0,9168635.567,0,0,1,0,0
